time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,ts
20200112:0430,501.51,120.75,0.0,38.67,17.48,2.55,0.0,2020-01-12 04:30:00+00:00
20200112:0530,581.61,126.75,0.0,44.08,19.34,2.62,0.0,2020-01-12 05:30:00+00:00
20200112:0630,590.41,128.9,0.0,45.18,20.6,2.62,0.0,2020-01-12 06:30:00+00:00
20200112:0730,532.86,127.3,0.0,41.66,21.49,2.69,0.0,2020-01-12 07:30:00+00:00
20200112:0830,413.96,122.0,0.0,34.41,21.97,2.55,0.0,2020-01-12 08:30:00+00:00
20200112:0930,266.26,98.4,0.0,24.65,22.08,2.55,0.0,2020-01-12 09:30:00+00:00
20200112:1030,106.55,63.35,0.0,13.35,21.82,2.55,0.0,2020-01-12 10:30:00+00:00
20200112:1130,0.0,11.5,0.0,1.09,20.82,1.93,0.0,2020-01-12 11:30:00+00:00
20200112:1230,0.0,0.0,0.0,0.0,18.97,2.28,0.0,2020-01-12 12:30:00+00:00
20200112:1330,0.0,0.0,0.0,0.0,17.41,2.28,0.0,2020-01-12 13:30:00+00:00
20200112:1430,0.0,0.0,0.0,0.0,16.31,2.21,0.0,2020-01-12 14:30:00+00:00
20200112:1530,0.0,0.0,0.0,0.0,15.41,2.14,0.0,2020-01-12 15:30:00+00:00
20200112:1630,0.0,0.0,0.0,0.0,14.61,2.07,0.0,2020-01-12 16:30:00+00:00
20200112:1730,0.0,0.0,0.0,0.0,13.9,2.14,0.0,2020-01-12 17:30:00+00:00
20200112:1830,0.0,0.0,0.0,0.0,13.36,2.14,0.0,2020-01-12 18:30:00+00:00
20200112:1930,0.0,0.0,0.0,0.0,12.92,2.14,0.0,2020-01-12 19:30:00+00:00
20200112:2030,0.0,0.0,0.0,0.0,12.54,2.21,0.0,2020-01-12 20:30:00+00:00
20200112:2130,0.0,0.0,0.0,0.0,12.22,2.14,0.0,2020-01-12 21:30:00+00:00
20200112:2230,0.0,0.0,0.0,0.0,11.91,2.07,0.0,2020-01-12 22:30:00+00:00
20200112:2330,0.0,0.0,0.0,0.0,11.59,2.0,0.0,2020-01-12 23:30:00+00:00
20200113:0030,0.0,0.0,0.0,-4.86,11.27,1.93,0.0,2020-01-13 00:30:00+00:00
20200113:0130,51.7,39.9,0.0,7.72,10.97,1.86,0.0,2020-01-13 01:30:00+00:00
20200113:0230,203.71,82.75,0.0,19.55,12.4,1.38,0.0,2020-01-13 02:30:00+00:00
20200113:0330,372.31,105.15,0.0,30.16,15.73,1.72,0.0,2020-01-13 03:30:00+00:00
20200113:0430,507.31,117.9,0.0,38.76,17.94,1.93,0.0,2020-01-13 04:30:00+00:00
20200113:0530,586.96,124.4,0.0,44.22,19.57,2.0,0.0,2020-01-13 05:30:00+00:00
20200113:0630,604.36,124.95,0.0,45.35,20.72,2.07,0.0,2020-01-13 06:30:00+00:00
20200113:0730,552.81,120.55,0.0,41.85,21.25,2.34,0.0,2020-01-13 07:30:00+00:00
20200113:0830,436.81,111.85,0.0,34.59,21.74,2.41,0.0,2020-01-13 08:30:00+00:00
20200113:0930,282.11,93.55,0.0,24.83,21.83,2.28,0.0,2020-01-13 09:30:00+00:00
20200113:1030,112.5,62.55,0.0,13.51,21.57,2.0,0.0,2020-01-13 10:30:00+00:00
20200113:1130,0.0,11.9,0.0,1.24,20.72,1.45,0.0,2020-01-13 11:30:00+00:00
20200113:1230,0.0,0.0,0.0,0.0,19.33,1.66,0.0,2020-01-13 12:30:00+00:00
20200113:1330,0.0,0.0,0.0,0.0,17.75,1.66,0.0,2020-01-13 13:30:00+00:00
20200113:1430,0.0,0.0,0.0,0.0,16.18,1.59,0.0,2020-01-13 14:30:00+00:00
20200113:1530,0.0,0.0,0.0,0.0,14.84,1.72,0.0,2020-01-13 15:30:00+00:00
20200113:1630,0.0,0.0,0.0,0.0,13.87,1.59,0.0,2020-01-13 16:30:00+00:00
20200113:1730,0.0,0.0,0.0,0.0,13.39,1.52,0.0,2020-01-13 17:30:00+00:00
20200113:1830,0.0,0.0,0.0,0.0,12.77,1.59,0.0,2020-01-13 18:30:00+00:00
20200113:1930,0.0,0.0,0.0,0.0,12.02,1.66,0.0,2020-01-13 19:30:00+00:00
20200113:2030,0.0,0.0,0.0,0.0,11.64,1.66,0.0,2020-01-13 20:30:00+00:00
20200113:2130,0.0,0.0,0.0,0.0,11.23,1.72,0.0,2020-01-13 21:30:00+00:00
20200113:2230,0.0,0.0,0.0,0.0,10.94,1.66,0.0,2020-01-13 22:30:00+00:00
20200113:2330,0.0,0.0,0.0,0.0,10.76,1.59,0.0,2020-01-13 23:30:00+00:00
20200114:0030,0.0,0.0,0.0,-4.87,10.53,1.59,0.0,2020-01-14 00:30:00+00:00
20200114:0130,53.0,39.8,0.0,7.73,10.34,1.52,0.0,2020-01-14 01:30:00+00:00
20200114:0230,207.31,82.2,0.0,19.59,13.03,0.76,0.0,2020-01-14 02:30:00+00:00
20200114:0330,377.21,104.25,0.0,30.22,16.95,0.76,0.0,2020-01-14 03:30:00+00:00
20200114:0430,511.36,117.65,0.0,38.87,19.56,0.97,0.0,2020-01-14 04:30:00+00:00
20200114:0530,590.96,124.35,0.0,44.37,21.06,0.9,0.0,2020-01-14 05:30:00+00:00
20200114:0630,604.31,124.85,0.0,45.53,22.13,0.9,0.0,2020-01-14 06:30:00+00:00
20200114:0730,552.26,120.75,0.0,42.04,22.77,0.9,0.0,2020-01-14 07:30:00+00:00
20200114:0830,440.26,110.4,0.0,34.78,23.27,1.03,0.0,2020-01-14 08:30:00+00:00
20200114:0930,283.81,92.9,0.0,25.0,23.44,1.1,0.0,2020-01-14 09:30:00+00:00
20200114:1030,114.35,62.5,0.0,13.67,23.27,1.1,0.0,2020-01-14 10:30:00+00:00
20200114:1130,0.0,12.2,0.0,1.39,22.53,0.83,0.0,2020-01-14 11:30:00+00:00
20200114:1230,0.0,0.0,0.0,0.0,21.03,0.76,0.0,2020-01-14 12:30:00+00:00
20200114:1330,0.0,0.0,0.0,0.0,20.03,0.55,0.0,2020-01-14 13:30:00+00:00
20200114:1430,0.0,0.0,0.0,0.0,19.07,0.48,0.0,2020-01-14 14:30:00+00:00
20200114:1530,0.0,0.0,0.0,0.0,18.24,0.48,0.0,2020-01-14 15:30:00+00:00
20200114:1630,0.0,0.0,0.0,0.0,17.48,0.41,0.0,2020-01-14 16:30:00+00:00
20200114:1730,0.0,0.0,0.0,0.0,16.79,0.62,0.0,2020-01-14 17:30:00+00:00
20200114:1830,0.0,0.0,0.0,0.0,15.53,0.97,0.0,2020-01-14 18:30:00+00:00
20200114:1930,0.0,0.0,0.0,0.0,14.19,1.24,0.0,2020-01-14 19:30:00+00:00
20200114:2030,0.0,0.0,0.0,0.0,13.08,1.38,0.0,2020-01-14 20:30:00+00:00
20200114:2130,0.0,0.0,0.0,0.0,12.37,1.52,0.0,2020-01-14 21:30:00+00:00
20200114:2230,0.0,0.0,0.0,0.0,12.09,1.45,0.0,2020-01-14 22:30:00+00:00
20200114:2330,0.0,0.0,0.0,0.0,12.05,1.31,0.0,2020-01-14 23:30:00+00:00
20200115:0030,0.0,0.0,0.0,-4.88,12.78,0.97,0.0,2020-01-15 00:30:00+00:00
20200115:0130,46.1,42.5,0.0,7.74,13.1,0.62,0.0,2020-01-15 01:30:00+00:00
20200115:0230,176.5,98.7,0.0,19.62,13.88,0.21,0.0,2020-01-15 02:30:00+00:00
20200115:0330,372.16,106.1,0.0,30.29,17.77,0.34,0.0,2020-01-15 03:30:00+00:00
20200115:0430,514.06,117.2,0.0,38.98,20.81,0.55,0.0,2020-01-15 04:30:00+00:00
20200115:0530,595.71,123.2,0.0,44.52,22.54,1.1,0.0,2020-01-15 05:30:00+00:00
20200115:0630,608.31,124.25,0.0,45.72,23.74,1.38,0.0,2020-01-15 06:30:00+00:00
20200115:0730,558.16,119.45,0.0,42.24,24.48,1.52,0.0,2020-01-15 07:30:00+00:00
20200115:0830,447.11,109.25,0.0,34.97,25.03,1.59,0.0,2020-01-15 08:30:00+00:00
20200115:0930,290.16,92.05,0.0,25.18,25.17,1.72,0.0,2020-01-15 09:30:00+00:00
20200115:1030,118.5,62.55,0.0,13.84,24.89,1.79,0.0,2020-01-15 10:30:00+00:00
20200115:1130,0.0,12.65,0.0,1.55,23.87,1.45,0.0,2020-01-15 11:30:00+00:00
20200115:1230,0.0,0.0,0.0,0.0,22.16,1.79,0.0,2020-01-15 12:30:00+00:00
20200115:1330,0.0,0.0,0.0,0.0,20.28,1.79,0.0,2020-01-15 13:30:00+00:00
20200115:1430,0.0,0.0,0.0,0.0,18.67,1.79,0.0,2020-01-15 14:30:00+00:00
20200115:1530,0.0,0.0,0.0,0.0,17.17,1.59,0.0,2020-01-15 15:30:00+00:00
20200115:1630,0.0,0.0,0.0,0.0,15.94,1.59,0.0,2020-01-15 16:30:00+00:00
20200115:1730,0.0,0.0,0.0,0.0,15.12,1.66,0.0,2020-01-15 17:30:00+00:00
20200115:1830,0.0,0.0,0.0,0.0,14.5,1.79,0.0,2020-01-15 18:30:00+00:00
20200115:1930,0.0,0.0,0.0,0.0,14.19,1.59,0.0,2020-01-15 19:30:00+00:00
20200115:2030,0.0,0.0,0.0,0.0,13.76,1.66,0.0,2020-01-15 20:30:00+00:00
20200115:2130,0.0,0.0,0.0,0.0,13.4,1.72,0.0,2020-01-15 21:30:00+00:00
20200115:2230,0.0,0.0,0.0,0.0,13.16,1.86,0.0,2020-01-15 22:30:00+00:00
20200115:2330,0.0,0.0,0.0,0.0,12.96,1.86,0.0,2020-01-15 23:30:00+00:00
20200116:0030,0.0,0.0,0.0,-4.88,12.78,1.86,0.0,2020-01-16 00:30:00+00:00
20200116:0130,52.45,39.5,0.0,7.76,12.57,1.72,0.0,2020-01-16 01:30:00+00:00
20200116:0230,207.56,80.6,0.0,19.67,15.07,0.9,0.0,2020-01-16 02:30:00+00:00
20200116:0330,377.21,102.6,0.0,30.37,19.32,0.9,0.0,2020-01-16 03:30:00+00:00
20200116:0430,510.21,116.85,0.0,39.09,22.01,0.97,0.0,2020-01-16 04:30:00+00:00
20200116:0530,590.31,123.7,0.0,44.68,23.72,1.03,0.0,2020-01-16 05:30:00+00:00
20200116:0630,601.86,125.1,0.0,45.91,24.88,1.03,0.0,2020-01-16 06:30:00+00:00
20200116:0730,551.41,120.95,0.0,42.45,25.7,0.97,0.0,2020-01-16 07:30:00+00:00
20200116:0830,442.16,110.55,0.0,35.17,26.21,0.9,0.0,2020-01-16 08:30:00+00:00
20200116:0930,286.81,93.35,0.0,25.36,26.39,1.03,0.0,2020-01-16 09:30:00+00:00
20200116:1030,117.2,63.55,0.0,14.01,26.19,1.24,0.0,2020-01-16 10:30:00+00:00
20200116:1130,0.0,13.1,0.0,1.7,25.35,1.17,0.0,2020-01-16 11:30:00+00:00
20200116:1230,0.0,0.0,0.0,0.0,23.78,1.66,0.0,2020-01-16 12:30:00+00:00
20200116:1330,0.0,0.0,0.0,0.0,21.92,1.93,0.0,2020-01-16 13:30:00+00:00
20200116:1430,0.0,0.0,0.0,0.0,20.4,2.0,0.0,2020-01-16 14:30:00+00:00
20200116:1530,0.0,0.0,0.0,0.0,19.18,1.93,0.0,2020-01-16 15:30:00+00:00
20200116:1630,0.0,0.0,0.0,0.0,18.14,1.93,0.0,2020-01-16 16:30:00+00:00
20200116:1730,0.0,0.0,0.0,0.0,17.22,1.86,0.0,2020-01-16 17:30:00+00:00
20200116:1830,0.0,0.0,0.0,0.0,16.53,1.86,0.0,2020-01-16 18:30:00+00:00
20200116:1930,0.0,0.0,0.0,0.0,15.97,1.38,0.0,2020-01-16 19:30:00+00:00
20200116:2030,0.0,0.0,0.0,0.0,15.74,1.17,0.0,2020-01-16 20:30:00+00:00
20200116:2130,0.0,0.0,0.0,0.0,15.93,0.97,0.0,2020-01-16 21:30:00+00:00
20200116:2230,0.0,0.0,0.0,0.0,15.83,0.83,0.0,2020-01-16 22:30:00+00:00
20200116:2330,0.0,0.0,0.0,0.0,14.39,0.9,0.0,2020-01-16 23:30:00+00:00
20200117:0030,0.0,0.0,0.0,-4.88,13.89,0.55,0.0,2020-01-17 00:30:00+00:00
20200117:0130,19.5,41.65,0.0,7.79,13.87,0.69,0.0,2020-01-17 01:30:00+00:00
20200117:0230,59.1,125.8,0.0,19.71,15.17,0.41,0.0,2020-01-17 02:30:00+00:00
20200117:0330,172.8,190.45,0.0,30.45,17.15,0.34,0.0,2020-01-17 03:30:00+00:00
20200117:0430,300.76,184.65,0.0,39.22,20.11,0.48,0.0,2020-01-17 04:30:00+00:00
20200117:0530,577.56,133.1,0.0,44.85,22.64,0.55,0.0,2020-01-17 05:30:00+00:00
20200117:0630,616.91,122.25,0.0,46.11,24.81,0.69,0.0,2020-01-17 06:30:00+00:00
20200117:0730,570.31,116.4,0.0,42.66,26.24,0.62,0.0,2020-01-17 07:30:00+00:00
20200117:0830,455.51,109.1,0.0,35.37,26.88,0.62,0.0,2020-01-17 08:30:00+00:00
20200117:0930,298.76,92.15,0.0,25.55,27.07,0.41,0.0,2020-01-17 09:30:00+00:00
20200117:1030,124.6,63.5,0.0,14.18,26.85,0.41,0.0,2020-01-17 10:30:00+00:00
20200117:1130,0.0,13.55,0.0,1.85,25.83,0.48,0.0,2020-01-17 11:30:00+00:00
20200117:1230,0.0,0.0,0.0,0.0,23.98,0.83,0.0,2020-01-17 12:30:00+00:00
20200117:1330,0.0,0.0,0.0,0.0,21.8,0.97,0.0,2020-01-17 13:30:00+00:00
20200117:1430,0.0,0.0,0.0,0.0,20.07,1.24,0.0,2020-01-17 14:30:00+00:00
20200117:1530,0.0,0.0,0.0,0.0,18.65,1.38,0.0,2020-01-17 15:30:00+00:00
20200117:1630,0.0,0.0,0.0,0.0,18.06,1.24,0.0,2020-01-17 16:30:00+00:00
20200117:1730,0.0,0.0,0.0,0.0,18.63,0.9,0.0,2020-01-17 17:30:00+00:00
20200117:1830,0.0,0.0,0.0,0.0,18.14,0.55,0.0,2020-01-17 18:30:00+00:00
20200117:1930,0.0,0.0,0.0,0.0,17.92,0.69,0.0,2020-01-17 19:30:00+00:00
20200117:2030,0.0,0.0,0.0,0.0,17.41,0.62,0.0,2020-01-17 20:30:00+00:00
20200117:2130,0.0,0.0,0.0,0.0,16.8,0.62,0.0,2020-01-17 21:30:00+00:00
20200117:2230,0.0,0.0,0.0,0.0,16.2,0.62,0.0,2020-01-17 22:30:00+00:00
20200117:2330,0.0,0.0,0.0,0.0,15.83,0.62,0.0,2020-01-17 23:30:00+00:00
20200118:0030,0.0,0.0,0.0,-4.87,15.16,0.62,0.0,2020-01-18 00:30:00+00:00
20200118:0130,12.05,50.35,0.0,7.81,14.34,0.69,0.0,2020-01-18 01:30:00+00:00
20200118:0230,47.35,136.05,0.0,19.77,14.97,0.21,0.0,2020-01-18 02:30:00+00:00
20200118:0330,95.35,235.15,0.0,30.54,17.27,0.14,0.0,2020-01-18 03:30:00+00:00
20200118:0430,400.76,171.9,0.0,39.35,20.25,0.21,0.0,2020-01-18 04:30:00+00:00
20200118:0530,536.01,160.35,0.0,45.02,23.39,0.14,0.0,2020-01-18 05:30:00+00:00
20200118:0630,619.56,121.5,0.0,46.32,24.98,0.0,0.0,2020-01-18 06:30:00+00:00
20200118:0730,566.56,119.55,0.0,42.87,26.41,0.55,0.0,2020-01-18 07:30:00+00:00
20200118:0830,450.11,105.5,0.0,35.58,26.92,0.76,0.0,2020-01-18 08:30:00+00:00
20200118:0930,298.81,92.15,0.0,25.74,27.01,0.9,0.0,2020-01-18 09:30:00+00:00
20200118:1030,125.3,64.1,0.0,14.35,26.8,0.9,0.0,2020-01-18 10:30:00+00:00
20200118:1130,0.0,14.05,0.0,2.01,25.81,0.55,0.0,2020-01-18 11:30:00+00:00
20200118:1230,0.0,0.0,0.0,0.0,24.43,0.41,0.0,2020-01-18 12:30:00+00:00
20200118:1330,0.0,0.0,0.0,0.0,23.37,0.14,0.0,2020-01-18 13:30:00+00:00
20200118:1430,0.0,0.0,0.0,0.0,22.29,0.14,0.0,2020-01-18 14:30:00+00:00
20200118:1530,0.0,0.0,0.0,0.0,21.26,0.21,0.0,2020-01-18 15:30:00+00:00
20200118:1630,0.0,0.0,0.0,0.0,20.34,0.48,0.0,2020-01-18 16:30:00+00:00
20200118:1730,0.0,0.0,0.0,0.0,18.79,1.03,0.0,2020-01-18 17:30:00+00:00
20200118:1830,0.0,0.0,0.0,0.0,16.22,1.59,0.0,2020-01-18 18:30:00+00:00
20200118:1930,0.0,0.0,0.0,0.0,15.26,2.14,0.0,2020-01-18 19:30:00+00:00
20200118:2030,0.0,0.0,0.0,0.0,14.95,2.21,0.0,2020-01-18 20:30:00+00:00
20200118:2130,0.0,0.0,0.0,0.0,14.68,2.14,0.0,2020-01-18 21:30:00+00:00
20200118:2230,0.0,0.0,0.0,0.0,14.48,2.14,0.0,2020-01-18 22:30:00+00:00
20200118:2330,0.0,0.0,0.0,0.0,14.26,2.0,0.0,2020-01-18 23:30:00+00:00
20200119:0030,0.0,0.0,0.0,-4.86,14.14,2.07,0.0,2020-01-19 00:30:00+00:00
20200119:0130,46.05,39.35,0.0,7.84,14.09,2.0,0.0,2020-01-19 01:30:00+00:00
20200119:0230,183.7,90.0,0.0,19.83,15.9,1.59,0.0,2020-01-19 02:30:00+00:00
20200119:0330,351.51,109.2,0.0,30.63,19.26,1.93,0.0,2020-01-19 03:30:00+00:00
20200119:0430,485.71,126.45,0.0,39.48,21.63,1.86,0.0,2020-01-19 04:30:00+00:00
20200119:0530,578.96,127.5,0.0,45.2,23.73,1.79,0.0,2020-01-19 05:30:00+00:00
20200119:0630,553.86,141.05,0.0,46.53,24.99,1.59,0.0,2020-01-19 06:30:00+00:00
20200119:0730,536.66,129.55,0.0,43.09,25.89,0.9,0.0,2020-01-19 07:30:00+00:00
20200119:0830,433.46,118.5,0.0,35.78,26.35,1.03,0.0,2020-01-19 08:30:00+00:00
20200119:0930,253.46,96.6,0.0,25.93,26.42,1.1,0.0,2020-01-19 09:30:00+00:00
20200119:1030,100.3,62.3,0.0,14.52,26.12,1.45,0.0,2020-01-19 10:30:00+00:00
20200119:1130,0.0,13.3,0.0,2.17,24.86,1.93,0.0,2020-01-19 11:30:00+00:00
20200119:1230,0.0,0.0,0.0,0.0,22.98,2.62,0.0,2020-01-19 12:30:00+00:00
20200119:1330,0.0,0.0,0.0,0.0,21.84,2.83,0.0,2020-01-19 13:30:00+00:00
20200119:1430,0.0,0.0,0.0,0.0,20.95,2.9,0.0,2020-01-19 14:30:00+00:00
20200119:1530,0.0,0.0,0.0,0.0,20.05,3.03,0.0,2020-01-19 15:30:00+00:00
20200119:1630,0.0,0.0,0.0,0.0,19.24,2.9,0.0,2020-01-19 16:30:00+00:00
20200119:1730,0.0,0.0,0.0,0.0,18.53,2.69,0.0,2020-01-19 17:30:00+00:00
20200119:1830,0.0,0.0,0.0,0.0,17.99,2.41,0.0,2020-01-19 18:30:00+00:00
20200119:1930,0.0,0.0,0.0,0.0,17.73,2.34,0.0,2020-01-19 19:30:00+00:00
20200119:2030,0.0,0.0,0.0,0.0,17.6,2.14,0.0,2020-01-19 20:30:00+00:00
20200119:2130,0.0,0.0,0.0,0.0,17.59,2.28,0.0,2020-01-19 21:30:00+00:00
20200119:2230,0.0,0.0,0.0,0.0,17.75,2.14,0.0,2020-01-19 22:30:00+00:00
20200119:2330,0.0,0.0,0.0,0.0,17.78,2.28,0.0,2020-01-19 23:30:00+00:00
20200120:0030,0.0,0.0,0.0,-4.85,17.76,2.21,0.0,2020-01-20 00:30:00+00:00
20200120:0130,7.8,24.6,0.0,7.88,17.69,2.34,0.0,2020-01-20 01:30:00+00:00
20200120:0230,32.35,81.0,0.0,19.89,17.84,2.55,0.0,2020-01-20 02:30:00+00:00
20200120:0330,127.1,177.75,0.0,30.73,18.3,2.76,0.0,2020-01-20 03:30:00+00:00
20200120:0430,186.25,167.35,0.0,39.62,19.22,2.97,0.0,2020-01-20 04:30:00+00:00
20200120:0530,184.75,217.7,0.0,45.39,19.44,2.97,0.0,2020-01-20 05:30:00+00:00
20200120:0630,326.31,233.55,0.0,46.75,19.87,2.97,0.0,2020-01-20 06:30:00+00:00
20200120:0730,378.21,187.85,0.0,43.31,21.55,2.76,0.0,2020-01-20 07:30:00+00:00
20200120:0830,332.36,145.3,0.0,36.0,22.11,2.76,0.0,2020-01-20 08:30:00+00:00
20200120:0930,228.36,109.9,0.0,26.12,22.24,2.62,0.0,2020-01-20 09:30:00+00:00
20200120:1030,99.65,68.45,0.0,14.69,22.07,2.34,0.0,2020-01-20 10:30:00+00:00
20200120:1130,9.7,12.54,0.0,2.32,21.35,1.79,0.0,2020-01-20 11:30:00+00:00
20200120:1230,0.0,0.0,0.0,0.0,20.02,1.79,0.0,2020-01-20 12:30:00+00:00
20200120:1330,0.0,0.0,0.0,0.0,18.97,1.52,0.0,2020-01-20 13:30:00+00:00
20200120:1430,0.0,0.0,0.0,0.0,17.72,1.31,0.0,2020-01-20 14:30:00+00:00
20200120:1530,0.0,0.0,0.0,0.0,16.61,1.03,0.0,2020-01-20 15:30:00+00:00
20200120:1630,0.0,0.0,0.0,0.0,16.13,0.97,0.0,2020-01-20 16:30:00+00:00
20200120:1730,0.0,0.0,0.0,0.0,15.19,1.1,0.0,2020-01-20 17:30:00+00:00
20200120:1830,0.0,0.0,0.0,0.0,14.47,1.1,0.0,2020-01-20 18:30:00+00:00
20200120:1930,0.0,0.0,0.0,0.0,12.66,1.86,0.0,2020-01-20 19:30:00+00:00
20200120:2030,0.0,0.0,0.0,0.0,12.31,1.86,0.0,2020-01-20 20:30:00+00:00
20200120:2130,0.0,0.0,0.0,0.0,11.99,1.93,0.0,2020-01-20 21:30:00+00:00
20200120:2230,0.0,0.0,0.0,0.0,11.79,1.86,0.0,2020-01-20 22:30:00+00:00
20200120:2330,0.0,0.0,0.0,0.0,11.61,1.72,0.0,2020-01-20 23:30:00+00:00
20200121:0030,0.0,0.0,0.0,-4.83,11.4,1.66,0.0,2020-01-21 00:30:00+00:00
20200121:0130,44.55,45.1,0.0,7.92,11.21,1.52,0.0,2020-01-21 01:30:00+00:00
20200121:0230,177.75,84.0,0.0,19.96,13.5,0.9,0.0,2020-01-21 02:30:00+00:00
20200121:0330,366.71,112.0,0.0,30.83,17.38,0.9,0.0,2020-01-21 03:30:00+00:00
20200121:0430,513.51,121.6,0.0,39.77,19.92,1.31,0.0,2020-01-21 04:30:00+00:00
20200121:0530,590.21,131.8,0.0,45.58,21.24,1.38,0.0,2020-01-21 05:30:00+00:00
20200121:0630,590.36,142.95,0.0,46.97,22.22,1.52,0.0,2020-01-21 06:30:00+00:00
20200121:0730,540.01,140.55,0.0,43.54,22.85,1.66,0.0,2020-01-21 07:30:00+00:00
20200121:0830,446.81,119.65,0.0,36.21,23.35,1.93,0.0,2020-01-21 08:30:00+00:00
20200121:0930,298.01,98.2,0.0,26.31,23.5,2.07,0.0,2020-01-21 09:30:00+00:00
20200121:1030,125.4,68.3,0.0,14.87,23.23,2.07,0.0,2020-01-21 10:30:00+00:00
20200121:1130,12.9,12.42,0.0,2.48,22.44,1.52,0.0,2020-01-21 11:30:00+00:00
20200121:1230,0.0,0.0,0.0,0.0,21.04,1.52,0.0,2020-01-21 12:30:00+00:00
20200121:1330,0.0,0.0,0.0,0.0,19.49,1.38,0.0,2020-01-21 13:30:00+00:00
20200121:1430,0.0,0.0,0.0,0.0,17.82,1.38,0.0,2020-01-21 14:30:00+00:00
20200121:1530,0.0,0.0,0.0,0.0,16.54,1.45,0.0,2020-01-21 15:30:00+00:00
20200121:1630,0.0,0.0,0.0,0.0,15.34,1.59,0.0,2020-01-21 16:30:00+00:00
20200121:1730,0.0,0.0,0.0,0.0,14.47,1.59,0.0,2020-01-21 17:30:00+00:00
20200121:1830,0.0,0.0,0.0,0.0,13.93,1.52,0.0,2020-01-21 18:30:00+00:00
20200121:1930,0.0,0.0,0.0,0.0,13.16,1.79,0.0,2020-01-21 19:30:00+00:00
20200121:2030,0.0,0.0,0.0,0.0,12.66,1.72,0.0,2020-01-21 20:30:00+00:00
20200121:2130,0.0,0.0,0.0,0.0,12.21,1.72,0.0,2020-01-21 21:30:00+00:00
20200121:2230,0.0,0.0,0.0,0.0,11.81,1.66,0.0,2020-01-21 22:30:00+00:00
20200121:2330,0.0,0.0,0.0,0.0,11.5,1.66,0.0,2020-01-21 23:30:00+00:00
20200122:0030,0.0,0.0,0.0,-4.8,11.36,1.59,0.0,2020-01-22 00:30:00+00:00
20200122:0130,52.6,41.4,0.0,7.97,11.57,1.31,0.0,2020-01-22 01:30:00+00:00
20200122:0230,208.06,84.95,0.0,20.03,14.35,0.62,0.0,2020-01-22 02:30:00+00:00
20200122:0330,381.36,107.0,0.0,30.94,17.84,0.62,0.0,2020-01-22 03:30:00+00:00
20200122:0430,516.71,122.0,0.0,39.92,20.47,0.69,0.0,2020-01-22 04:30:00+00:00
20200122:0530,595.96,130.6,0.0,45.78,22.04,0.41,0.0,2020-01-22 05:30:00+00:00
20200122:0630,615.46,130.25,0.0,47.2,23.18,0.62,0.0,2020-01-22 06:30:00+00:00
20200122:0730,565.76,126.0,0.0,43.78,23.7,1.03,0.0,2020-01-22 07:30:00+00:00
20200122:0830,454.56,116.1,0.0,36.43,24.28,1.31,0.0,2020-01-22 08:30:00+00:00
20200122:0930,299.86,97.4,0.0,26.51,24.5,1.31,0.0,2020-01-22 09:30:00+00:00
20200122:1030,127.5,67.75,0.0,15.04,24.34,1.24,0.0,2020-01-22 10:30:00+00:00
20200122:1130,13.4,12.74,0.0,2.64,23.7,0.83,0.0,2020-01-22 11:30:00+00:00
20200122:1230,0.0,0.0,0.0,0.0,22.47,0.48,0.0,2020-01-22 12:30:00+00:00
20200122:1330,0.0,0.0,0.0,0.0,21.38,0.28,0.0,2020-01-22 13:30:00+00:00
20200122:1430,0.0,0.0,0.0,0.0,20.64,0.28,0.0,2020-01-22 14:30:00+00:00
20200122:1530,0.0,0.0,0.0,0.0,19.73,0.83,0.0,2020-01-22 15:30:00+00:00
20200122:1630,0.0,0.0,0.0,0.0,17.3,1.31,0.0,2020-01-22 16:30:00+00:00
20200122:1730,0.0,0.0,0.0,0.0,16.28,1.52,0.0,2020-01-22 17:30:00+00:00
20200122:1830,0.0,0.0,0.0,0.0,15.82,1.59,0.0,2020-01-22 18:30:00+00:00
20200122:1930,0.0,0.0,0.0,0.0,15.44,1.38,0.0,2020-01-22 19:30:00+00:00
20200122:2030,0.0,0.0,0.0,0.0,15.34,1.24,0.0,2020-01-22 20:30:00+00:00
20200122:2130,0.0,0.0,0.0,0.0,15.27,1.1,0.0,2020-01-22 21:30:00+00:00
20200122:2230,0.0,0.0,0.0,0.0,16.22,0.62,0.0,2020-01-22 22:30:00+00:00
20200122:2330,0.0,0.0,0.0,0.0,15.97,0.0,0.0,2020-01-22 23:30:00+00:00
20200123:0030,0.0,0.0,0.0,-4.77,15.68,0.55,0.0,2020-01-23 00:30:00+00:00
20200123:0130,38.75,43.6,0.0,8.02,15.46,0.69,0.0,2020-01-23 01:30:00+00:00
20200123:0230,139.6,106.0,0.0,20.11,16.11,0.34,0.0,2020-01-23 02:30:00+00:00
20200123:0330,236.6,131.85,0.0,31.06,19.28,0.41,0.0,2020-01-23 03:30:00+00:00
20200123:0430,359.41,155.75,0.0,40.08,21.02,0.9,0.0,2020-01-23 04:30:00+00:00
20200123:0530,449.21,170.15,0.0,45.99,22.44,1.52,0.0,2020-01-23 05:30:00+00:00
20200123:0630,425.01,173.7,0.0,47.44,23.32,2.07,0.0,2020-01-23 06:30:00+00:00
20200123:0730,225.9,214.3,0.0,44.01,23.85,1.86,0.0,2020-01-23 07:30:00+00:00
